date,sku_id,store_id,quantity_sold,day_of_week,weekofyear,month,is_weekend,is_flu_season,is_holiday,is_school_holiday,price,on_promo,days_to_expiry,rolling_7d_sales
2024-05-07,SKU_008,Store_E,5,1,19,5,0,0,0,0,62.13,0,226,12.0
2024-05-08,SKU_008,Store_E,6,2,19,5,0,0,0,0,14.07,0,106,10.142857142857142
2024-05-09,SKU_008,Store_E,10,3,19,5,0,0,0,0,59.36,0,240,10.142857142857142
2024-05-10,SKU_008,Store_E,14,4,19,5,0,0,0,0,16.26,0,396,11.428571428571429
2024-05-11,SKU_008,Store_E,14,5,19,5,1,0,0,0,50.09,1,288,10.714285714285714
2024-05-12,SKU_008,Store_E,6,6,19,5,1,0,0,0,48.66,0,399,9.714285714285714
2024-05-13,SKU_008,Store_E,10,0,20,5,0,0,0,0,61.46,0,203,9.285714285714286
2024-05-14,SKU_008,Store_E,11,1,20,5,0,0,0,0,44.93,0,348,10.142857142857142
2024-05-15,SKU_008,Store_E,8,2,20,5,0,0,0,0,22.47,0,209,10.428571428571429
2024-05-16,SKU_008,Store_E,17,3,20,5,0,0,0,0,13.97,1,267,11.428571428571429
2024-05-17,SKU_008,Store_E,10,4,20,5,0,0,0,0,57.12,0,369,10.857142857142858
2024-05-18,SKU_008,Store_E,15,5,20,5,1,0,0,0,48.43,0,189,11.0
2024-05-19,SKU_008,Store_E,9,6,20,5,1,0,0,0,14.52,0,374,11.428571428571429
2024-05-20,SKU_008,Store_E,10,0,21,5,0,0,0,0,40.91,0,377,11.428571428571429
2024-05-21,SKU_008,Store_E,7,1,21,5,0,0,0,0,43.96,0,114,10.857142857142858
2024-05-22,SKU_008,Store_E,7,2,21,5,0,0,0,0,7.52,0,89,10.714285714285714
2024-05-23,SKU_008,Store_E,6,3,21,5,0,0,0,0,47.03,0,350,9.142857142857142
2024-05-24,SKU_008,Store_E,13,4,21,5,0,0,0,0,15.39,0,239,9.571428571428571
2024-05-25,SKU_008,Store_E,15,5,21,5,1,0,0,0,11.41,1,78,9.571428571428571
2024-05-26,SKU_008,Store_E,6,6,21,5,1,0,0,0,27.51,0,162,9.142857142857142
2024-05-27,SKU_008,Store_E,10,0,22,5,0,0,0,0,43.13,1,253,9.142857142857142
2024-05-28,SKU_008,Store_E,4,1,22,5,0,0,0,0,34.34,0,281,8.714285714285714
2024-05-29,SKU_008,Store_E,16,2,22,5,0,0,0,0,38.93,1,374,10.0
2024-05-30,SKU_008,Store_E,8,3,22,5,0,0,0,0,17.2,0,173,10.285714285714286
2024-05-31,SKU_008,Store_E,13,4,22,5,0,0,0,0,10.57,0,116,10.285714285714286
2024-06-01,SKU_008,Store_E,12,5,22,6,1,0,0,1,44.74,0,122,9.857142857142858
2024-06-02,SKU_008,Store_E,15,6,22,6,1,0,0,1,49.55,0,71,11.142857142857142
2024-06-03,SKU_008,Store_E,9,0,23,6,0,0,0,1,17.08,0,253,11.0
2024-06-04,SKU_008,Store_E,8,1,23,6,0,0,0,1,30.78,0,303,11.571428571428571
2024-06-05,SKU_008,Store_E,11,2,23,6,0,0,0,1,37.13,0,390,10.857142857142858
2024-06-06,SKU_008,Store_E,23,3,23,6,0,0,0,1,40.14,1,221,13.0
2024-06-07,SKU_008,Store_E,22,4,23,6,0,0,0,1,12.75,1,344,14.285714285714286
2024-06-08,SKU_008,Store_E,16,5,23,6,1,0,0,1,57.85,1,307,14.857142857142858
2024-06-09,SKU_008,Store_E,4,6,23,6,1,0,0,1,30.96,0,217,13.285714285714286
2024-06-10,SKU_008,Store_E,12,0,24,6,0,0,0,1,59.52,0,332,13.714285714285714
2024-06-11,SKU_008,Store_E,15,1,24,6,0,0,0,1,15.86,0,252,14.714285714285714
2024-06-12,SKU_008,Store_E,13,2,24,6,0,0,0,1,48.37,0,233,15.0
2024-06-13,SKU_008,Store_E,15,3,24,6,0,0,0,1,14.13,0,159,13.857142857142858
2024-06-14,SKU_008,Store_E,14,4,24,6,0,0,0,1,38.4,0,119,12.714285714285714
2024-06-15,SKU_008,Store_E,12,5,24,6,1,0,0,1,56.71,0,334,12.142857142857142
2024-06-16,SKU_008,Store_E,14,6,24,6,1,0,0,1,38.87,0,185,13.571428571428571
2024-06-17,SKU_008,Store_E,20,0,25,6,0,0,0,1,47.53,0,393,14.714285714285714
2024-06-18,SKU_008,Store_E,10,1,25,6,0,0,0,1,54.04,0,272,14.0
2024-06-19,SKU_008,Store_E,17,2,25,6,0,0,0,1,46.1,0,389,14.571428571428571
2024-06-20,SKU_008,Store_E,15,3,25,6,0,0,0,1,29.92,0,354,14.571428571428571
2024-06-21,SKU_008,Store_E,16,4,25,6,0,0,0,1,21.53,0,320,14.857142857142858
2024-06-22,SKU_008,Store_E,19,5,25,6,1,0,0,1,8.28,0,389,15.857142857142858
2024-06-23,SKU_008,Store_E,14,6,25,6,1,0,0,1,30.57,0,300,15.857142857142858
2024-06-24,SKU_008,Store_E,11,0,26,6,0,0,0,1,38.99,0,147,14.571428571428571
2024-06-25,SKU_008,Store_E,14,1,26,6,0,0,0,1,53.69,0,328,15.142857142857142
2024-06-26,SKU_008,Store_E,15,2,26,6,0,0,0,1,35.84,0,205,14.857142857142858
2024-06-27,SKU_008,Store_E,12,3,26,6,0,0,0,1,31.25,0,97,14.428571428571429
2024-06-28,SKU_008,Store_E,11,4,26,6,0,0,0,1,55.39,0,144,13.714285714285714
2024-06-29,SKU_008,Store_E,14,5,26,6,1,0,0,1,19.31,0,290,13.0
2024-06-30,SKU_008,Store_E,10,6,26,6,1,0,0,1,34.7,0,107,12.428571428571429
2024-07-01,SKU_008,Store_E,8,0,27,7,0,1,0,0,18.43,0,215,12.0
2024-07-02,SKU_008,Store_E,13,1,27,7,0,1,0,0,42.28,0,364,11.857142857142858
2024-07-03,SKU_008,Store_E,15,2,27,7,0,1,0,0,11.45,0,318,11.857142857142858
2024-07-04,SKU_008,Store_E,11,3,27,7,0,1,0,0,8.53,0,313,11.714285714285714
2024-07-05,SKU_008,Store_E,10,4,27,7,0,1,0,0,54.05,0,222,11.571428571428571
2024-07-06,SKU_008,Store_E,11,5,27,7,1,1,0,0,64.24,0,89,11.142857142857142
2024-07-07,SKU_008,Store_E,8,6,27,7,1,1,0,0,34.51,0,392,10.857142857142858
2024-07-08,SKU_008,Store_E,15,0,28,7,0,1,0,0,62.49,0,271,11.857142857142858
2024-07-09,SKU_008,Store_E,14,1,28,7,0,1,0,0,37.51,0,390,12.0
2024-07-10,SKU_008,Store_E,15,2,28,7,0,1,0,0,47.77,1,122,12.0
2024-07-11,SKU_008,Store_E,15,3,28,7,0,1,0,0,42.55,0,278,12.571428571428571
2024-07-12,SKU_008,Store_E,7,4,28,7,0,1,0,0,39.32,0,185,12.142857142857142
2024-07-13,SKU_008,Store_E,13,5,28,7,1,1,0,0,44.48,0,118,12.428571428571429
2024-07-14,SKU_008,Store_E,11,6,28,7,1,1,0,0,15.69,0,365,12.857142857142858
2024-07-15,SKU_008,Store_E,14,0,29,7,0,1,0,0,36.09,0,173,12.714285714285714
2024-07-16,SKU_008,Store_E,10,1,29,7,0,1,0,0,27.32,0,351,12.142857142857142
2024-07-17,SKU_008,Store_E,18,2,29,7,0,1,0,0,51.51,0,225,12.571428571428571
2024-07-18,SKU_008,Store_E,13,3,29,7,0,1,0,0,55.97,1,226,12.285714285714286
2024-07-19,SKU_008,Store_E,11,4,29,7,0,1,0,0,10.34,0,267,12.857142857142858
2024-07-20,SKU_008,Store_E,9,5,29,7,1,1,0,0,11.21,0,106,12.285714285714286
2024-07-21,SKU_008,Store_E,13,6,29,7,1,1,0,0,57.68,0,272,12.571428571428571
2024-07-22,SKU_008,Store_E,8,0,30,7,0,1,0,0,46.19,0,364,11.714285714285714
2024-07-23,SKU_008,Store_E,20,1,30,7,0,1,0,0,45.24,1,377,13.142857142857142
2024-07-24,SKU_008,Store_E,12,2,30,7,0,1,0,0,64.67,1,149,12.285714285714286
2024-07-25,SKU_008,Store_E,14,3,30,7,0,1,0,0,48.18,0,169,12.428571428571429
2024-07-26,SKU_008,Store_E,12,4,30,7,0,1,0,0,37.87,0,80,12.571428571428571
2024-07-27,SKU_008,Store_E,13,5,30,7,1,1,0,0,12.24,0,135,13.142857142857142
2024-07-28,SKU_008,Store_E,25,6,30,7,1,1,0,0,31.11,1,325,14.857142857142858
2024-07-29,SKU_008,Store_E,9,0,31,7,0,1,0,0,25.13,0,265,15.0
2024-07-30,SKU_008,Store_E,27,1,31,7,0,1,0,0,56.3,1,320,16.0
2024-07-31,SKU_008,Store_E,11,2,31,7,0,1,0,0,61.03,0,234,15.857142857142858
2024-08-01,SKU_008,Store_E,12,3,31,8,0,0,0,0,45.17,0,78,15.571428571428571
2024-08-02,SKU_008,Store_E,20,4,31,8,0,0,0,0,16.04,1,340,16.714285714285715
2024-08-03,SKU_008,Store_E,12,5,31,8,1,0,0,0,23.89,1,291,16.571428571428573
2024-08-04,SKU_008,Store_E,12,6,31,8,1,0,0,0,54.67,0,163,14.714285714285714
2024-08-05,SKU_008,Store_E,13,0,32,8,0,0,0,0,44.2,0,355,15.285714285714286
2024-08-06,SKU_008,Store_E,13,1,32,8,0,0,0,0,46.69,1,202,13.285714285714286
2024-08-07,SKU_008,Store_E,18,2,32,8,0,0,0,0,26.16,1,205,14.285714285714286
2024-08-08,SKU_008,Store_E,14,3,32,8,0,0,0,0,34.9,1,325,14.571428571428571
2024-08-09,SKU_008,Store_E,4,4,32,8,0,0,0,0,41.7,0,254,12.285714285714286
2024-08-10,SKU_008,Store_E,11,5,32,8,1,0,0,0,30.0,0,229,12.142857142857142
2024-08-11,SKU_008,Store_E,11,6,32,8,1,0,0,0,64.69,0,66,12.0
2024-08-12,SKU_008,Store_E,6,0,33,8,0,0,0,0,58.13,0,121,11.0
2024-08-13,SKU_008,Store_E,18,1,33,8,0,0,0,0,31.59,0,252,11.714285714285714
2024-08-14,SKU_008,Store_E,10,2,33,8,0,0,0,0,6.29,0,145,10.571428571428571
2024-08-15,SKU_008,Store_E,12,3,33,8,0,0,0,0,28.74,0,85,10.285714285714286
2024-08-16,SKU_008,Store_E,7,4,33,8,0,0,0,0,13.07,0,198,10.714285714285714
2024-08-17,SKU_008,Store_E,13,5,33,8,1,0,0,0,28.16,1,101,11.0
2024-08-18,SKU_008,Store_E,10,6,33,8,1,0,0,0,25.74,0,209,10.857142857142858
2024-08-19,SKU_008,Store_E,17,0,34,8,0,0,0,0,17.94,1,72,12.428571428571429
2024-08-20,SKU_008,Store_E,6,1,34,8,0,0,0,0,52.69,0,105,10.714285714285714
2024-08-21,SKU_008,Store_E,19,2,34,8,0,0,0,0,23.49,1,311,12.0
2024-08-22,SKU_008,Store_E,10,3,34,8,0,0,0,0,31.64,1,118,11.714285714285714
2024-08-23,SKU_008,Store_E,12,4,34,8,0,0,0,0,56.84,0,202,12.428571428571429
2024-08-24,SKU_008,Store_E,14,5,34,8,1,0,0,0,61.91,1,68,12.571428571428571
2024-08-25,SKU_008,Store_E,7,6,34,8,1,0,0,0,37.46,0,112,12.142857142857142
2024-08-26,SKU_008,Store_E,12,0,35,8,0,0,0,0,59.83,1,325,11.428571428571429
2024-08-27,SKU_008,Store_E,9,1,35,8,0,0,0,0,3.86,0,69,11.857142857142858
2024-08-28,SKU_008,Store_E,7,2,35,8,0,0,0,0,53.38,0,62,10.142857142857142
2024-08-29,SKU_008,Store_E,11,3,35,8,0,0,0,0,59.19,1,195,10.285714285714286
2024-08-30,SKU_008,Store_E,9,4,35,8,0,0,0,0,16.89,0,107,9.857142857142858
2024-08-31,SKU_008,Store_E,16,5,35,8,1,0,0,0,48.38,0,274,10.142857142857142
2024-09-01,SKU_008,Store_E,7,6,35,9,1,0,0,0,4.49,0,210,10.142857142857142
2024-09-02,SKU_008,Store_E,13,0,36,9,0,0,0,0,27.6,0,190,10.285714285714286
2024-09-03,SKU_008,Store_E,14,1,36,9,0,0,0,0,19.87,0,288,11.0
2024-09-04,SKU_008,Store_E,7,2,36,9,0,0,0,0,16.75,0,211,11.0
2024-09-05,SKU_008,Store_E,8,3,36,9,0,0,0,0,15.41,0,399,10.571428571428571
2024-09-06,SKU_008,Store_E,2,4,36,9,0,0,0,0,13.05,0,153,9.571428571428571
2024-09-07,SKU_008,Store_E,14,5,36,9,1,0,0,0,36.76,0,154,9.285714285714286
2024-09-08,SKU_008,Store_E,8,6,36,9,1,0,0,0,40.76,0,270,9.428571428571429
2024-09-09,SKU_008,Store_E,3,0,37,9,0,0,0,0,18.75,0,378,8.0
2024-09-10,SKU_008,Store_E,21,1,37,9,0,0,0,0,8.55,1,201,9.0
2024-09-11,SKU_008,Store_E,12,2,37,9,0,0,0,0,54.1,0,120,9.714285714285714
2024-09-12,SKU_008,Store_E,7,3,37,9,0,0,0,0,11.98,0,261,9.571428571428571
2024-09-13,SKU_008,Store_E,9,4,37,9,0,0,0,0,30.94,0,130,10.571428571428571
2024-09-14,SKU_008,Store_E,22,5,37,9,1,0,0,0,9.59,1,257,11.714285714285714
2024-09-15,SKU_008,Store_E,10,6,37,9,1,0,0,0,15.27,0,308,12.0
2024-09-16,SKU_008,Store_E,10,0,38,9,0,0,0,0,40.14,0,364,13.0
2024-09-17,SKU_008,Store_E,13,1,38,9,0,0,0,0,64.48,0,305,11.857142857142858
2024-09-18,SKU_008,Store_E,11,2,38,9,0,0,0,0,28.77,0,321,11.714285714285714
2024-09-19,SKU_008,Store_E,16,3,38,9,0,0,0,0,13.55,0,375,13.0
2024-09-20,SKU_008,Store_E,11,4,38,9,0,0,0,0,59.95,0,338,13.285714285714286
2024-09-21,SKU_008,Store_E,9,5,38,9,1,0,0,0,13.3,0,319,11.428571428571429
2024-09-22,SKU_008,Store_E,12,6,38,9,1,0,0,0,39.31,0,177,11.714285714285714
2024-09-23,SKU_008,Store_E,11,0,39,9,0,0,0,0,44.44,1,325,11.857142857142858
2024-09-24,SKU_008,Store_E,8,1,39,9,0,0,0,0,23.5,0,184,11.142857142857142
2024-09-25,SKU_008,Store_E,6,2,39,9,0,0,0,0,39.23,0,208,10.428571428571429
2024-09-26,SKU_008,Store_E,10,3,39,9,0,0,0,0,32.28,0,309,9.571428571428571
2024-09-27,SKU_008,Store_E,8,4,39,9,0,0,0,0,25.71,0,179,9.142857142857142
2024-09-28,SKU_008,Store_E,12,5,39,9,1,0,0,0,64.22,0,217,9.571428571428571
2024-09-29,SKU_008,Store_E,8,6,39,9,1,0,0,0,9.36,0,91,9.0
2024-09-30,SKU_008,Store_E,11,0,40,9,0,0,0,0,14.54,0,207,9.0
2024-10-01,SKU_008,Store_E,15,1,40,10,0,0,0,0,31.91,0,86,10.0
2024-10-02,SKU_008,Store_E,12,2,40,10,0,0,0,0,57.82,1,190,10.857142857142858
2024-10-03,SKU_008,Store_E,7,3,40,10,0,0,0,0,11.64,0,390,10.428571428571429
2024-10-04,SKU_008,Store_E,15,4,40,10,0,0,0,0,42.54,0,198,11.428571428571429
2024-10-05,SKU_008,Store_E,9,5,40,10,1,0,0,0,14.18,0,207,11.0
2024-10-06,SKU_008,Store_E,8,6,40,10,1,0,0,0,5.58,0,194,11.0
2024-10-07,SKU_008,Store_E,10,0,41,10,0,0,0,0,16.41,0,273,10.857142857142858
2024-10-08,SKU_008,Store_E,3,1,41,10,0,0,0,0,14.51,0,117,9.142857142857142
2024-10-09,SKU_008,Store_E,10,2,41,10,0,0,0,0,10.25,0,342,8.857142857142858
2024-10-10,SKU_008,Store_E,11,3,41,10,0,0,0,0,22.55,0,343,9.428571428571429
2024-10-11,SKU_008,Store_E,8,4,41,10,0,0,0,0,57.43,0,95,8.428571428571429
2024-10-12,SKU_008,Store_E,12,5,41,10,1,0,0,0,61.05,0,117,8.857142857142858
2024-10-13,SKU_008,Store_E,11,6,41,10,1,0,0,0,57.31,0,219,9.285714285714286
2024-10-14,SKU_008,Store_E,7,0,42,10,0,0,0,0,20.92,0,90,8.857142857142858
2024-10-15,SKU_008,Store_E,13,1,42,10,0,0,0,0,16.4,0,118,10.285714285714286
2024-10-16,SKU_008,Store_E,9,2,42,10,0,0,0,0,50.03,0,82,10.142857142857142
2024-10-17,SKU_008,Store_E,11,3,42,10,0,0,0,0,3.7,0,89,10.142857142857142
2024-10-18,SKU_008,Store_E,8,4,42,10,0,0,0,0,49.83,0,98,10.142857142857142
2024-10-19,SKU_008,Store_E,11,5,42,10,1,0,0,0,7.51,0,272,10.0
2024-10-20,SKU_008,Store_E,8,6,42,10,1,0,0,0,10.6,0,108,9.571428571428571
2024-10-21,SKU_008,Store_E,16,0,43,10,0,0,0,0,23.67,1,61,10.857142857142858
2024-10-22,SKU_008,Store_E,11,1,43,10,0,0,0,0,58.18,0,72,10.571428571428571
2024-10-23,SKU_008,Store_E,8,2,43,10,0,0,0,0,51.83,0,99,10.428571428571429
2024-10-24,SKU_008,Store_E,9,3,43,10,0,0,0,0,6.95,1,253,10.142857142857142
2024-10-25,SKU_008,Store_E,11,4,43,10,0,0,0,0,60.83,0,252,10.571428571428571
2024-10-26,SKU_008,Store_E,7,5,43,10,1,0,0,0,53.99,0,180,10.0
2024-10-27,SKU_008,Store_E,13,6,43,10,1,0,0,0,28.44,0,382,10.714285714285714
2024-10-28,SKU_008,Store_E,12,0,44,10,0,0,0,0,35.05,0,210,10.142857142857142
2024-10-29,SKU_008,Store_E,16,1,44,10,0,0,0,0,26.89,1,109,10.857142857142858
2024-10-30,SKU_008,Store_E,7,2,44,10,0,0,0,0,52.55,0,84,10.714285714285714
2024-10-31,SKU_008,Store_E,9,3,44,10,0,0,0,0,33.38,0,387,10.714285714285714
2024-11-01,SKU_008,Store_E,13,4,44,11,0,0,0,1,10.71,0,158,11.0
2024-11-02,SKU_008,Store_E,24,5,44,11,1,0,0,1,44.46,1,267,13.428571428571429
2024-11-03,SKU_008,Store_E,18,6,44,11,1,0,0,1,15.65,0,310,14.142857142857142
2024-11-04,SKU_008,Store_E,10,0,45,11,0,0,0,1,26.71,0,174,13.857142857142858
2024-11-05,SKU_008,Store_E,13,1,45,11,0,0,0,1,56.35,0,128,13.428571428571429
2024-11-06,SKU_008,Store_E,14,2,45,11,0,0,0,1,27.24,0,174,14.428571428571429
2024-11-07,SKU_008,Store_E,17,3,45,11,0,0,0,1,30.12,0,267,15.571428571428571
2024-11-08,SKU_008,Store_E,10,4,45,11,0,0,0,1,4.11,0,64,15.142857142857142
2024-11-09,SKU_008,Store_E,15,5,45,11,1,0,0,1,50.12,0,351,13.857142857142858
2024-11-10,SKU_008,Store_E,14,6,45,11,1,0,0,1,38.49,0,247,13.285714285714286
2024-11-11,SKU_008,Store_E,21,0,46,11,0,0,0,1,36.99,1,330,14.857142857142858
2024-11-12,SKU_008,Store_E,17,1,46,11,0,0,0,1,50.08,0,75,15.428571428571429
2024-11-13,SKU_008,Store_E,20,2,46,11,0,0,0,1,3.39,1,114,16.285714285714285
2024-11-14,SKU_008,Store_E,11,3,46,11,0,0,0,1,20.49,0,328,15.428571428571429
2024-11-15,SKU_008,Store_E,7,4,46,11,0,0,0,1,44.59,0,267,15.0
2024-11-16,SKU_008,Store_E,6,5,46,11,1,0,0,1,16.0,0,80,13.714285714285714
2024-11-17,SKU_008,Store_E,16,6,46,11,1,0,0,1,44.53,1,360,14.0
2024-11-18,SKU_008,Store_E,21,0,47,11,0,0,0,1,4.62,1,244,14.0
2024-11-19,SKU_008,Store_E,10,1,47,11,0,0,0,1,43.09,0,196,13.0
2024-11-20,SKU_008,Store_E,10,2,47,11,0,0,0,1,5.95,0,383,11.571428571428571
2024-11-21,SKU_008,Store_E,11,3,47,11,0,0,0,1,12.28,0,228,11.571428571428571
2024-11-22,SKU_008,Store_E,15,4,47,11,0,0,0,1,13.39,1,337,12.714285714285714
2024-11-23,SKU_008,Store_E,15,5,47,11,1,0,0,1,9.5,1,373,14.0
2024-11-24,SKU_008,Store_E,23,6,47,11,1,0,0,1,39.48,1,163,15.0
2024-11-25,SKU_008,Store_E,15,0,48,11,0,0,0,1,6.4,0,161,14.142857142857142
2024-11-26,SKU_008,Store_E,6,1,48,11,0,0,0,1,6.74,0,278,13.571428571428571
2024-11-27,SKU_008,Store_E,11,2,48,11,0,0,0,1,39.78,0,375,13.714285714285714
2024-11-28,SKU_008,Store_E,16,3,48,11,0,0,0,1,41.95,1,342,14.428571428571429
2024-11-29,SKU_008,Store_E,15,4,48,11,0,0,0,1,10.62,0,358,14.428571428571429
2024-11-30,SKU_008,Store_E,17,5,48,11,1,0,0,1,27.55,0,233,14.714285714285714
2024-12-01,SKU_008,Store_E,12,6,48,12,1,0,1,1,10.59,0,354,13.142857142857142
2024-12-02,SKU_008,Store_E,14,0,49,12,0,0,0,1,43.22,0,158,13.0
2024-12-03,SKU_008,Store_E,14,1,49,12,0,0,0,1,10.72,0,198,14.142857142857142
2024-12-04,SKU_008,Store_E,13,2,49,12,0,0,0,1,9.28,0,351,14.428571428571429
2024-12-05,SKU_008,Store_E,25,3,49,12,0,0,0,1,9.43,1,381,15.714285714285714
2024-12-06,SKU_008,Store_E,14,4,49,12,0,0,0,1,16.39,0,192,15.571428571428571
2024-12-07,SKU_008,Store_E,9,5,49,12,1,0,0,1,38.3,0,362,14.428571428571429
2024-12-08,SKU_008,Store_E,15,6,49,12,1,0,0,1,9.59,0,381,14.857142857142858
2024-12-09,SKU_008,Store_E,10,0,50,12,0,0,0,1,49.86,0,183,14.285714285714286
2024-12-10,SKU_008,Store_E,20,1,50,12,0,0,0,1,29.17,0,323,15.142857142857142
2024-12-11,SKU_008,Store_E,25,2,50,12,0,0,0,1,52.67,1,232,16.857142857142858
2024-12-12,SKU_008,Store_E,19,3,50,12,0,0,0,1,53.72,0,106,16.0
2024-12-13,SKU_008,Store_E,7,4,50,12,0,0,0,1,6.17,0,130,15.0
2024-12-14,SKU_008,Store_E,13,5,50,12,1,0,0,1,41.99,0,184,15.571428571428571
2024-12-15,SKU_008,Store_E,14,6,50,12,1,0,0,1,21.73,0,196,15.428571428571429
2024-12-16,SKU_008,Store_E,17,0,51,12,0,0,0,1,62.45,1,358,16.428571428571427
2024-12-17,SKU_008,Store_E,14,1,51,12,0,0,0,1,38.94,0,207,15.571428571428571
2024-12-18,SKU_008,Store_E,10,2,51,12,0,0,0,1,63.2,0,135,13.428571428571429
2024-12-19,SKU_008,Store_E,12,3,51,12,0,0,0,1,57.91,0,106,12.428571428571429
2024-12-20,SKU_008,Store_E,16,4,51,12,0,0,0,1,56.02,0,167,13.714285714285714
2024-12-21,SKU_008,Store_E,12,5,51,12,1,0,0,1,45.79,0,338,13.571428571428571
2024-12-22,SKU_008,Store_E,22,6,51,12,1,0,0,1,3.04,1,287,14.714285714285714
2024-12-23,SKU_008,Store_E,10,0,52,12,0,0,0,1,43.59,0,347,13.714285714285714
2024-12-24,SKU_008,Store_E,10,1,52,12,0,0,0,1,3.1,0,132,13.142857142857142
2024-12-25,SKU_008,Store_E,12,2,52,12,0,0,1,1,7.81,0,97,13.428571428571429
2024-12-26,SKU_008,Store_E,13,3,52,12,0,0,0,1,22.78,0,278,13.571428571428571
2024-12-27,SKU_008,Store_E,14,4,52,12,0,0,0,1,54.01,0,144,13.285714285714286
2024-12-28,SKU_008,Store_E,14,5,52,12,1,0,0,1,15.45,0,98,13.571428571428571
2024-12-29,SKU_008,Store_E,15,6,52,12,1,0,0,1,43.7,0,69,12.571428571428571
2024-12-30,SKU_008,Store_E,15,0,1,12,0,0,0,1,48.22,0,362,13.285714285714286
2024-12-31,SKU_008,Store_E,12,1,1,12,0,0,0,1,15.01,0,121,13.571428571428571
2023-01-01,SKU_009,Store_A,14,6,52,1,1,1,1,0,39.19,0,354,14.0
2023-01-02,SKU_009,Store_A,11,0,1,1,0,1,0,0,33.77,0,73,12.5
2023-01-03,SKU_009,Store_A,6,1,1,1,0,1,0,0,35.93,0,213,10.333333333333334
2023-01-04,SKU_009,Store_A,10,2,1,1,0,1,0,0,30.24,0,330,10.25
2023-01-05,SKU_009,Store_A,10,3,1,1,0,1,0,0,24.01,0,138,10.2
2023-01-06,SKU_009,Store_A,8,4,1,1,0,1,0,0,49.34,0,79,9.833333333333334
2023-01-07,SKU_009,Store_A,15,5,1,1,1,1,0,0,18.4,0,91,10.571428571428571
2023-01-08,SKU_009,Store_A,8,6,1,1,1,1,0,0,33.36,0,86,9.714285714285714
2023-01-09,SKU_009,Store_A,14,0,2,1,0,1,0,0,4.0,0,379,10.142857142857142
2023-01-10,SKU_009,Store_A,18,1,2,1,0,1,0,0,14.22,1,169,11.857142857142858
2023-01-11,SKU_009,Store_A,15,2,2,1,0,1,0,0,57.79,0,264,12.571428571428571
2023-01-12,SKU_009,Store_A,18,3,2,1,0,1,0,0,23.82,1,171,13.714285714285714
2023-01-13,SKU_009,Store_A,20,4,2,1,0,1,0,0,64.11,1,123,15.428571428571429
2023-01-14,SKU_009,Store_A,12,5,2,1,1,1,0,0,46.24,0,250,15.0
2023-01-15,SKU_009,Store_A,14,6,2,1,1,1,0,0,46.37,0,166,15.857142857142858
2023-01-16,SKU_009,Store_A,13,0,3,1,0,1,0,0,5.71,1,336,15.714285714285714
2023-01-17,SKU_009,Store_A,12,1,3,1,0,1,0,0,17.83,0,251,14.857142857142858
2023-01-18,SKU_009,Store_A,13,2,3,1,0,1,0,0,32.47,0,137,14.571428571428571
2023-01-19,SKU_009,Store_A,22,3,3,1,0,1,0,0,47.37,1,358,15.142857142857142
2023-01-20,SKU_009,Store_A,13,4,3,1,0,1,0,0,25.15,0,267,14.142857142857142
2023-01-21,SKU_009,Store_A,10,5,3,1,1,1,0,0,21.0,0,353,13.857142857142858
2023-01-22,SKU_009,Store_A,13,6,3,1,1,1,0,0,4.49,0,263,13.714285714285714
2023-01-23,SKU_009,Store_A,18,0,4,1,0,1,0,0,40.25,1,234,14.428571428571429
2023-01-24,SKU_009,Store_A,9,1,4,1,0,1,0,0,38.69,0,218,14.0
2023-01-25,SKU_009,Store_A,17,2,4,1,0,1,1,0,56.47,0,159,14.571428571428571
2023-01-26,SKU_009,Store_A,7,3,4,1,0,1,0,0,59.02,0,197,12.428571428571429
2023-01-27,SKU_009,Store_A,15,4,4,1,0,1,0,0,41.22,1,136,12.714285714285714
2023-01-28,SKU_009,Store_A,13,5,4,1,1,1,0,0,35.92,0,101,13.142857142857142
2023-01-29,SKU_009,Store_A,16,6,4,1,1,1,0,0,35.14,1,265,13.571428571428571
2023-01-30,SKU_009,Store_A,12,0,5,1,0,1,0,0,9.96,0,162,12.714285714285714
2023-01-31,SKU_009,Store_A,12,1,5,1,0,1,0,0,62.71,0,398,13.142857142857142
2023-02-01,SKU_009,Store_A,30,2,5,2,0,1,0,0,7.69,1,262,15.0
2023-02-02,SKU_009,Store_A,11,3,5,2,0,1,0,0,38.92,0,100,15.571428571428571
2023-02-03,SKU_009,Store_A,22,4,5,2,0,1,0,0,51.55,1,178,16.571428571428573
2023-02-04,SKU_009,Store_A,13,5,5,2,1,1,0,0,59.9,0,353,16.571428571428573
2023-02-05,SKU_009,Store_A,14,6,5,2,1,1,0,0,12.76,0,314,16.285714285714285
2023-02-06,SKU_009,Store_A,12,0,6,2,0,1,0,0,6.27,0,310,16.285714285714285
2023-02-07,SKU_009,Store_A,12,1,6,2,0,1,0,0,4.93,0,359,16.285714285714285
2023-02-08,SKU_009,Store_A,18,2,6,2,0,1,0,0,21.7,1,247,14.571428571428571
2023-02-09,SKU_009,Store_A,14,3,6,2,0,1,0,0,49.81,1,69,15.0
2023-02-10,SKU_009,Store_A,11,4,6,2,0,1,0,0,12.66,0,369,13.428571428571429
2023-02-11,SKU_009,Store_A,20,5,6,2,1,1,0,0,20.27,1,295,14.428571428571429
2023-02-12,SKU_009,Store_A,7,6,6,2,1,1,0,0,64.81,0,270,13.428571428571429
